GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
G55014550,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Stoughton Area School District,14550,,,,"Stoughton Area School District, Wisconsin",21678,"Stoughton Area School District, Wisconsin",543
G55014580,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Stratford School District,14580,,,,"Stratford School District, Wisconsin",5164,"Stratford School District, Wisconsin",201
G55014610,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Sturgeon Bay School District,14610,,,,"Sturgeon Bay School District, Wisconsin",8339,"Sturgeon Bay School District, Wisconsin",189
G55014640,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Sun Prairie Area School District,14640,,,,"Sun Prairie Area School District, Wisconsin",44938,"Sun Prairie Area School District, Wisconsin",775
G55014670,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Superior School District,14670,,,,"Superior School District, Wisconsin",33198,"Superior School District, Wisconsin",190
G55014700,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Suring School District,14700,,,,"Suring School District, Wisconsin",4449,"Suring School District, Wisconsin",209
G55014820,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Thorp School District,14820,,,,"Thorp School District, Wisconsin",4364,"Thorp School District, Wisconsin",193
G55014850,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Three Lakes School District,14850,,,,"Three Lakes School District, Wisconsin",4105,"Three Lakes School District, Wisconsin",223
G55014880,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Tigerton School District,14880,,,,"Tigerton School District, Wisconsin",1770,"Tigerton School District, Wisconsin",117
G55014910,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Tomah Area School District,14910,,,,"Tomah Area School District, Wisconsin",20869,"Tomah Area School District, Wisconsin",410
G55014940,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Tomahawk School District,14940,,,,"Tomahawk School District, Wisconsin",10047,"Tomahawk School District, Wisconsin",254
G55014970,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Flambeau School District,14970,,,,"Flambeau School District, Wisconsin",4194,"Flambeau School District, Wisconsin",180
G55015060,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Turtle Lake School District,15060,,,,"Turtle Lake School District, Wisconsin",3114,"Turtle Lake School District, Wisconsin",172
G55015120,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Two Rivers School District,15120,,,,"Two Rivers School District, Wisconsin",12487,"Two Rivers School District, Wisconsin",144
G55015210,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Valders Area School District,15210,,,,"Valders Area School District, Wisconsin",6804,"Valders Area School District, Wisconsin",259
G55015330,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Verona Area School District,15330,,,,"Verona Area School District, Wisconsin",40130,"Verona Area School District, Wisconsin",1160
G55015360,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Viroqua Area School District,15360,,,,"Viroqua Area School District, Wisconsin",8157,"Viroqua Area School District, Wisconsin",258
G55015390,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wabeno Area School District,15390,,,,"Wabeno Area School District, Wisconsin",3463,"Wabeno Area School District, Wisconsin",222
G55015540,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Washburn School District,15540,,,,"Washburn School District, Wisconsin",3723,"Washburn School District, Wisconsin",171
G55015570,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Washington School District,15570,,,,"Washington School District, Wisconsin",832,"Washington School District, Wisconsin",122
G55015720,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Waterloo School District,15720,,,,"Waterloo School District, Wisconsin",5346,"Waterloo School District, Wisconsin",179
G55015750,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Watertown School District,15750,,,,"Watertown School District, Wisconsin",30681,"Watertown School District, Wisconsin",380
G55015780,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Waukesha School District,15780,,,,"Waukesha School District, Wisconsin",94290,"Waukesha School District, Wisconsin",558
G55015810,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Waunakee Community School District,15810,,,,"Waunakee Community School District, Wisconsin",20122,"Waunakee Community School District, Wisconsin",283
G55015840,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Waupaca School District,15840,,,,"Waupaca School District, Wisconsin",15518,"Waupaca School District, Wisconsin",279
G55015870,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Waupun School District,15870,,,,"Waupun School District, Wisconsin",19251,"Waupun School District, Wisconsin",314
G55015900,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wausau School District,15900,,,,"Wausau School District, Wisconsin",54272,"Wausau School District, Wisconsin",460
G55015930,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wausaukee School District,15930,,,,"Wausaukee School District, Wisconsin",4049,"Wausaukee School District, Wisconsin",232
G55015960,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wautoma Area School District,15960,,,,"Wautoma Area School District, Wisconsin",10988,"Wautoma Area School District, Wisconsin",308
G55015990,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wauwatosa School District,15990,,,,"Wauwatosa School District, Wisconsin",47882,"Wauwatosa School District, Wisconsin",38
G55016020,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wauzeka-Steuben School District,16020,,,,"Wauzeka-Steuben School District, Wisconsin",1491,"Wauzeka-Steuben School District, Wisconsin",111
G55016230,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Webster School District,16230,,,,"Webster School District, Wisconsin",5439,"Webster School District, Wisconsin",227
G55016260,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,West Allis School District,16260,,,,"West Allis School District, Wisconsin",67537,"West Allis School District, Wisconsin",381
G55016290,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,West Bend School District,16290,,,,"West Bend School District, Wisconsin",51909,"West Bend School District, Wisconsin",468
G55016320,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,West De Pere School District,16320,,,,"West De Pere School District, Wisconsin",23200,"West De Pere School District, Wisconsin",863
G55016350,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,West Salem School District,16350,,,,"West Salem School District, Wisconsin",10065,"West Salem School District, Wisconsin",198
G55016410,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Westby Area School District,16410,,,,"Westby Area School District, Wisconsin",8549,"Westby Area School District, Wisconsin",409
G55016440,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Westfield School District,16440,,,,"Westfield School District, Wisconsin",8896,"Westfield School District, Wisconsin",208
G55016470,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Weston School District,16470,,,,"Weston School District, Wisconsin",2602,"Weston School District, Wisconsin",183
G55016500,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Weyauwega-Fremont School District,16500,,,,"Weyauwega-Fremont School District, Wisconsin",6888,"Weyauwega-Fremont School District, Wisconsin",254
G55016590,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,White Lake School District,16590,,,,"White Lake School District, Wisconsin",1450,"White Lake School District, Wisconsin",124
G55016620,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Whitefish Bay School District,16620,,,,"Whitefish Bay School District, Wisconsin",14039,"Whitefish Bay School District, Wisconsin",32
G55016650,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Whitehall School District,16650,,,,"Whitehall School District, Wisconsin",5004,"Whitehall School District, Wisconsin",273
G55016680,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Whitewater School District,16680,,,,"Whitewater School District, Wisconsin",20153,"Whitewater School District, Wisconsin",298
G55016710,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wild Rose School District,16710,,,,"Wild Rose School District, Wisconsin",5184,"Wild Rose School District, Wisconsin",271
G55016740,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Williams Bay School District,16740,,,,"Williams Bay School District, Wisconsin",3883,"Williams Bay School District, Wisconsin",351
G55016830,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Winneconne Community School District,16830,,,,"Winneconne Community School District, Wisconsin",9701,"Winneconne Community School District, Wisconsin",400
G55016860,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Winter School District,16860,,,,"Winter School District, Wisconsin",2745,"Winter School District, Wisconsin",185
G55017040,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin Dells School District,17040,,,,"Wisconsin Dells School District, Wisconsin",12185,"Wisconsin Dells School District, Wisconsin",332
G55017070,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin Rapids School District,17070,,,,"Wisconsin Rapids School District, Wisconsin",34892,"Wisconsin Rapids School District, Wisconsin",519
G55017100,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wittenberg-Birnamwood School District,17100,,,,"Wittenberg-Birnamwood School District, Wisconsin",7844,"Wittenberg-Birnamwood School District, Wisconsin",314
G55017130,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wonewoc-Union Center School District,17130,,,,"Wonewoc-Union Center School District, Wisconsin",3059,"Wonewoc-Union Center School District, Wisconsin",209
G55017190,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Wrightstown Community School District,17190,,,,"Wrightstown Community School District, Wisconsin",7457,"Wrightstown Community School District, Wisconsin",341
G55099999,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Remainder of Wisconsin,99999,,,,"Remainder of Wisconsin, Wisconsin",216942,"Remainder of Wisconsin, Wisconsin",1128
G56000730,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Albany County School District 1,730,,,,"Albany County School District 1, Wyoming",38102,"Albany County School District 1, Wyoming",0
G56001030,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Carbon County School District 1,1030,,,,"Carbon County School District 1, Wyoming",10830,"Carbon County School District 1, Wyoming",250
G56001090,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Big Horn County School District 4,1090,,,,"Big Horn County School District 4, Wyoming",2865,"Big Horn County School District 4, Wyoming",294
G56001260,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Sublette County School District 9,1260,,,,"Sublette County School District 9, Wyoming",2978,"Sublette County School District 9, Wyoming",528
G56001420,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Big Horn County School District 1,1420,,,,"Big Horn County School District 1, Wyoming",2705,"Big Horn County School District 1, Wyoming",262
G56001460,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Big Horn County School District 2,1460,,,,"Big Horn County School District 2, Wyoming",3464,"Big Horn County School District 2, Wyoming",276
G56001470,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell County School District 1,1470,,,,"Campbell County School District 1, Wyoming",47708,"Campbell County School District 1, Wyoming",0
G56001700,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Carbon County School District 2,1700,,,,"Carbon County School District 2, Wyoming",4844,"Carbon County School District 2, Wyoming",204
G56001980,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Laramie County School District 1,1980,,,,"Laramie County School District 1, Wyoming",92165,"Laramie County School District 1, Wyoming",684
G56002070,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Park County School District 6,2070,,,,"Park County School District 6, Wyoming",15513,"Park County School District 6, Wyoming",576
G56002140,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Converse County School District 1,2140,,,,"Converse County School District 1, Wyoming",9838,"Converse County School District 1, Wyoming",314
G56002150,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Converse County School District 2,2150,,,,"Converse County School District 2, Wyoming",4159,"Converse County School District 2, Wyoming",314
G56002370,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Crook County School District 1,2370,,,,"Crook County School District 1, Wyoming",7410,"Crook County School District 1, Wyoming",0
G56002670,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Fremont County School District 2,2670,,,,"Fremont County School District 2, Wyoming",1598,"Fremont County School District 2, Wyoming",209
G56002760,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Uinta County School District 1,2760,,,,"Uinta County School District 1, Wyoming",14189,"Uinta County School District 1, Wyoming",488
G56002820,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Fremont County School District 21,2820,,,,"Fremont County School District 21, Wyoming",2178,"Fremont County School District 21, Wyoming",183
G56002830,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Fremont County School District 6,2830,,,,"Fremont County School District 6, Wyoming",2192,"Fremont County School District 6, Wyoming",213
G56002870,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Fremont County School District 1,2870,,,,"Fremont County School District 1, Wyoming",11534,"Fremont County School District 1, Wyoming",433
G56002990,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Goshen County School District 1,2990,,,,"Goshen County School District 1, Wyoming",13393,"Goshen County School District 1, Wyoming",35
G56003170,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Big Horn County School District 3,3170,,,,"Big Horn County School District 3, Wyoming",2912,"Big Horn County School District 3, Wyoming",255
G56003180,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Platte County School District 2,3180,,,,"Platte County School District 2, Wyoming",1452,"Platte County School District 2, Wyoming",262
G56003310,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Hot Springs County School District 1,3310,,,,"Hot Springs County School District 1, Wyoming",4680,"Hot Springs County School District 1, Wyoming",0
G56003770,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County School District 1,3770,,,,"Johnson County School District 1, Wyoming",8515,"Johnson County School District 1, Wyoming",0
G56004030,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln County School District 1,4030,,,,"Lincoln County School District 1, Wyoming",3931,"Lincoln County School District 1, Wyoming",201
G56004060,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln County School District 2,4060,,,,"Lincoln County School District 2, Wyoming",14572,"Lincoln County School District 2, Wyoming",225
G56004120,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Laramie County School District 2,4120,,,,"Laramie County School District 2, Wyoming",5527,"Laramie County School District 2, Wyoming",684
G56004230,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Niobrara County School District 1,4230,,,,"Niobrara County School District 1, Wyoming",2456,"Niobrara County School District 1, Wyoming",12
G56004260,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Uinta County School District 6,4260,,,,"Uinta County School District 6, Wyoming",3497,"Uinta County School District 6, Wyoming",517
G56004380,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Park County School District 16,4380,,,,"Park County School District 16, Wyoming",957,"Park County School District 16, Wyoming",286
G56004450,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Fremont County School District 14,4450,,,,"Fremont County School District 14, Wyoming",2334,"Fremont County School District 14, Wyoming",214
G56004500,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Uinta County School District 4,4500,,,,"Uinta County School District 4, Wyoming",2923,"Uinta County School District 4, Wyoming",528
G56004510,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Natrona County School District 1,4510,,,,"Natrona County School District 1, Wyoming",80610,"Natrona County School District 1, Wyoming",0
G56004830,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Weston County School District 1,4830,,,,"Weston County School District 1, Wyoming",5642,"Weston County School District 1, Wyoming",221
G56004860,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Sublette County School District 1,4860,,,,"Sublette County School District 1, Wyoming",7481,"Sublette County School District 1, Wyoming",498
G56005090,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Platte County School District 1,5090,,,,"Platte County School District 1, Wyoming",7258,"Platte County School District 1, Wyoming",264
G56005160,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Park County School District 1,5160,,,,"Park County School District 1, Wyoming",12394,"Park County School District 1, Wyoming",534
G56005220,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Fremont County School District 25,5220,,,,"Fremont County School District 25, Wyoming",17145,"Fremont County School District 25, Wyoming",470
G56005302,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Sweetwater County School District 1,5302,,,,"Sweetwater County School District 1, Wyoming",30494,"Sweetwater County School District 1, Wyoming",367
G56005680,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Sheridan County School District 3,5680,,,,"Sheridan County School District 3, Wyoming",488,"Sheridan County School District 3, Wyoming",140
G56005690,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Sheridan County School District 1,5690,,,,"Sheridan County School District 1, Wyoming",5186,"Sheridan County School District 1, Wyoming",594
G56005695,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Sheridan County School District 2,5695,,,,"Sheridan County School District 2, Wyoming",24338,"Sheridan County School District 2, Wyoming",617
G56005700,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Fremont County School District 24,5700,,,,"Fremont County School District 24, Wyoming",1324,"Fremont County School District 24, Wyoming",158
G56005762,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Sweetwater County School District 2,5762,,,,"Sweetwater County School District 2, Wyoming",13426,"Sweetwater County School District 2, Wyoming",339
G56005820,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Washakie County School District 2,5820,,,,"Washakie County School District 2, Wyoming",710,"Washakie County School District 2, Wyoming",133
G56005830,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Teton County School District 1,5830,,,,"Teton County School District 1, Wyoming",23059,"Teton County School District 1, Wyoming",0
G56006090,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Weston County School District 7,6090,,,,"Weston County School District 7, Wyoming",1458,"Weston County School District 7, Wyoming",221
G56006240,2014-2018,,,Wyoming,56,,,,,,,,,,,,,,,,,,,,,,,,,,Washakie County School District 1,6240,,,,"Washakie County School District 1, Wyoming",7419,"Washakie County School District 1, Wyoming",133
